TIME_Year;FACT_INDICATOR_FINANCE_Key;UTILITY_Country;INDICATOR_Name;FACT_INDICATOR_FINANCE_Name_In_Document;CURRENCY_Name;INDICATOR_Theme;UTILITY_Name;FACT_INDICATOR_FINANCE_Holding_Company;FACT_INDICATOR_Value;FACT_INDICATOR_FINANCE_Order_Magnitude;FACT_INDICATOR_FINANCE_Mantainer;FACT_INDICATOR_FINANCE_Observations;FACT_INDICATOR_FINANCE_Document;FACT_INDICATOR_FINANCE_Link;FACT_USD_RATE;TIME_Key;FACT_INDICATOR_Value_USD;FACT_INDICATOR_Value_Local
2020;1010197;ECUADOR;ACTIVOS TOTALES;TOTAL ACTIVOS;;ACTIVOS;ERSA;EMPRESA;194655850.2;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;194655850.2
2016;1010298;ECUADOR;EFECTIVO;EFECTIVO Y EQUIVALENTES;;ACTIVOS;ERSA;EMPRESA;15120930;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;15120930
2017;1010299;ECUADOR;EFECTIVO;EFECTIVO Y EQUIVALENTES;;ACTIVOS;ERSA;EMPRESA;14928307;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;14928307
2018;1010300;ECUADOR;EFECTIVO;EFECTIVO Y EQUIVALENTES;;ACTIVOS;ERSA;EMPRESA;27404490;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;27404490
2020;1010302;ECUADOR;EFECTIVO;EFECTIVO Y EQUIVALENTES;;ACTIVOS;ERSA;EMPRESA;31623077.67;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;31623077.67
2010;1010355;ECUADOR;ACTIVOS CORRIENTES;ACTIVOS CORRIENTES;;ACTIVOS;EEASA;EMPRESA;36658397;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;528;;36658397
2011;1010356;ECUADOR;ACTIVOS CORRIENTES;ACTIVOS CORRIENTES;;ACTIVOS;EEASA;EMPRESA;43708456;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;529;;43708456
2012;1010357;ECUADOR;ACTIVOS CORRIENTES;ACTIVOS CORRIENTES;;ACTIVOS;EEASA;EMPRESA;40047436;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;530;;40047436
2013;1010358;ECUADOR;ACTIVOS CORRIENTES;ACTIVOS CORRIENTES;;ACTIVOS;EEASA;EMPRESA;44347285;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;531;;44347285
2014;1010359;ECUADOR;ACTIVOS CORRIENTES;ACTIVOS CORRIENTES;;ACTIVOS;EEASA;EMPRESA;47680224;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;47680224
2015;1010360;ECUADOR;ACTIVOS CORRIENTES;ACTIVOS CORRIENTES;;ACTIVOS;EEASA;EMPRESA;56645651;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;56645651
2016;1010361;ECUADOR;ACTIVOS CORRIENTES;ACTIVOS CORRIENTES;;ACTIVOS;EEASA;EMPRESA;71383878;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;71383878
2017;1010362;ECUADOR;ACTIVOS CORRIENTES;ACTIVOS CORRIENTES;;ACTIVOS;EEASA;EMPRESA;66500268;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;66500268
2018;1010363;ECUADOR;ACTIVOS CORRIENTES;ACTIVOS CORRIENTES;;ACTIVOS;EEASA;EMPRESA;64656983;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;64656983
2019;1010364;ECUADOR;ACTIVOS CORRIENTES;ACTIVOS CORRIENTES;;ACTIVOS;EEASA;EMPRESA;69164608;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;69164608
2020;1010365;ECUADOR;ACTIVOS CORRIENTES;ACTIVOS CORRIENTES;;ACTIVOS;EEASA;EMPRESA;74227429;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;74227429
2010;1010376;ECUADOR;ACTIVOS NO CORRIENTES;ACTIVOS NO CORRIENTES;;ACTIVOS;EEASA;EMPRESA;98149387;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;528;;98149387
2011;1010377;ECUADOR;ACTIVOS NO CORRIENTES;ACTIVOS NO CORRIENTES;;ACTIVOS;EEASA;EMPRESA;119065193;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;529;;119065193
2012;1010378;ECUADOR;ACTIVOS NO CORRIENTES;ACTIVOS NO CORRIENTES;;ACTIVOS;EEASA;EMPRESA;133634878;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;530;;133634878
2013;1010379;ECUADOR;ACTIVOS NO CORRIENTES;ACTIVOS NO CORRIENTES;;ACTIVOS;EEASA;EMPRESA;145176278;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;531;;145176278
2014;1010380;ECUADOR;ACTIVOS NO CORRIENTES;ACTIVOS NO CORRIENTES;;ACTIVOS;EEASA;EMPRESA;159169335;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;159169335
2015;1010381;ECUADOR;ACTIVOS NO CORRIENTES;ACTIVOS NO CORRIENTES;;ACTIVOS;EEASA;EMPRESA;176727363;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;176727363
2016;1010382;ECUADOR;ACTIVOS NO CORRIENTES;ACTIVOS NO CORRIENTES;;ACTIVOS;EEASA;EMPRESA;203447931;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;203447931
2017;1010383;ECUADOR;ACTIVOS NO CORRIENTES;ACTIVOS NO CORRIENTES;;ACTIVOS;EEASA;EMPRESA;210747453;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;210747453
2018;1010384;ECUADOR;ACTIVOS NO CORRIENTES;ACTIVOS NO CORRIENTES;;ACTIVOS;EEASA;EMPRESA;230163026;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;230163026
2019;1010385;ECUADOR;ACTIVOS NO CORRIENTES;ACTIVOS NO CORRIENTES;;ACTIVOS;EEASA;EMPRESA;246671718;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;246671718
2020;1010386;ECUADOR;ACTIVOS NO CORRIENTES;ACTIVOS NO CORRIENTES;;ACTIVOS;EEASA;EMPRESA;258573775;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;258573775
2010;1010397;ECUADOR;ACTIVOS TOTALES;ACTIVO;;ACTIVOS;EEASA;EMPRESA;134807784;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;528;;134807784
2011;1010398;ECUADOR;ACTIVOS TOTALES;ACTIVO;;ACTIVOS;EEASA;EMPRESA;162773649;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;529;;162773649
2012;1010399;ECUADOR;ACTIVOS TOTALES;ACTIVO;;ACTIVOS;EEASA;EMPRESA;173682314;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;530;;173682314
2013;1010400;ECUADOR;ACTIVOS TOTALES;ACTIVO;;ACTIVOS;EEASA;EMPRESA;189523563;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;531;;189523563
2014;1010401;ECUADOR;ACTIVOS TOTALES;ACTIVO;;ACTIVOS;EEASA;EMPRESA;206849559;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;206849559
2015;1010402;ECUADOR;ACTIVOS TOTALES;ACTIVO;;ACTIVOS;EEASA;EMPRESA;233373014;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;233373014
2016;1010403;ECUADOR;ACTIVOS TOTALES;ACTIVO;;ACTIVOS;EEASA;EMPRESA;274831809;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;274831809
2017;1010404;ECUADOR;ACTIVOS TOTALES;ACTIVO;;ACTIVOS;EEASA;EMPRESA;277247721;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;277247721
2018;1010405;ECUADOR;ACTIVOS TOTALES;ACTIVO;;ACTIVOS;EEASA;EMPRESA;294820009;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;294820009
2019;1010406;ECUADOR;ACTIVOS TOTALES;ACTIVO;;ACTIVOS;EEASA;EMPRESA;315836326;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;315836326
2020;1010407;ECUADOR;ACTIVOS TOTALES;ACTIVO;;ACTIVOS;EEASA;EMPRESA;332801204;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;332801204
2010;1010481;ECUADOR;EFECTIVO;EFECTIVO Y SUS EQUIVALENTES;;ACTIVOS;EEASA;EMPRESA;6609375;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;528;;6609375
2011;1010482;ECUADOR;EFECTIVO;EFECTIVO Y SUS EQUIVALENTES;;ACTIVOS;EEASA;EMPRESA;16294186;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;529;;16294186
2012;1010483;ECUADOR;EFECTIVO;EFECTIVO Y SUS EQUIVALENTES;;ACTIVOS;EEASA;EMPRESA;5903911;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;530;;5903911
2013;1010484;ECUADOR;EFECTIVO;EFECTIVO Y SUS EQUIVALENTES;;ACTIVOS;EEASA;EMPRESA;1724725;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;531;;1724725
2014;1010485;ECUADOR;EFECTIVO;EFECTIVO Y SUS EQUIVALENTES;;ACTIVOS;EEASA;EMPRESA;3898200;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;3898200
2015;1010486;ECUADOR;EFECTIVO;EFECTIVO Y SUS EQUIVALENTES;;ACTIVOS;EEASA;EMPRESA;1883214;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;1883214
2016;1010487;ECUADOR;EFECTIVO;EFECTIVO Y SUS EQUIVALENTES;;ACTIVOS;EEASA;EMPRESA;11686912;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;11686912
2017;1010488;ECUADOR;EFECTIVO;EFECTIVO Y SUS EQUIVALENTES;;ACTIVOS;EEASA;EMPRESA;10623348;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;10623348
2018;1010489;ECUADOR;EFECTIVO;EFECTIVO Y SUS EQUIVALENTES;;ACTIVOS;EEASA;EMPRESA;11166301;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;11166301
2019;1010490;ECUADOR;EFECTIVO;EFECTIVO Y SUS EQUIVALENTES;;ACTIVOS;EEASA;EMPRESA;8879568;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;8879568
2020;1010491;ECUADOR;EFECTIVO;EFECTIVO Y SUS EQUIVALENTES;;ACTIVOS;EEASA;EMPRESA;9776737;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;9776737
2010;1010502;ECUADOR;PASIVOS CORRIENTES;PASIVO CORRIENTE;;PASIVOS;EEASA;EMPRESA;10913833;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;528;;10913833
2011;1010503;ECUADOR;PASIVOS CORRIENTES;PASIVO CORRIENTE;;PASIVOS;EEASA;EMPRESA;8658370;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;529;;8658370
2012;1010504;ECUADOR;PASIVOS CORRIENTES;PASIVO CORRIENTE;;PASIVOS;EEASA;EMPRESA;14755169;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;530;;14755169
2013;1010505;ECUADOR;PASIVOS CORRIENTES;PASIVO CORRIENTE;;PASIVOS;EEASA;EMPRESA;26696181;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;531;;26696181
2014;1010506;ECUADOR;PASIVOS CORRIENTES;PASIVO CORRIENTE;;PASIVOS;EEASA;EMPRESA;26433537;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;26433537
2015;1010507;ECUADOR;PASIVOS CORRIENTES;PASIVO CORRIENTE;;PASIVOS;EEASA;EMPRESA;29352453;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;29352453
2016;1010508;ECUADOR;PASIVOS CORRIENTES;PASIVO CORRIENTE;;PASIVOS;EEASA;EMPRESA;30078622;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;30078622
2017;1010509;ECUADOR;PASIVOS CORRIENTES;PASIVO CORRIENTE;;PASIVOS;EEASA;EMPRESA;23457471;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;23457471
2018;1010510;ECUADOR;PASIVOS CORRIENTES;PASIVO CORRIENTE;;PASIVOS;EEASA;EMPRESA;19408037;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;19408037
2019;1010511;ECUADOR;PASIVOS CORRIENTES;PASIVO CORRIENTE;;PASIVOS;EEASA;EMPRESA;17538739;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;17538739
2020;1010512;ECUADOR;PASIVOS CORRIENTES;PASIVO CORRIENTE;;PASIVOS;EEASA;EMPRESA;17826075;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;17826075
2010;1010523;ECUADOR;PASIVOS NO CORRIENTES;PASIVO NO CORRIENTE;;PASIVOS;EEASA;EMPRESA;9416865;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;528;;9416865
2011;1010524;ECUADOR;PASIVOS NO CORRIENTES;PASIVO NO CORRIENTE;;PASIVOS;EEASA;EMPRESA;8849046;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;529;;8849046
2012;1010525;ECUADOR;PASIVOS NO CORRIENTES;PASIVO NO CORRIENTE;;PASIVOS;EEASA;EMPRESA;9570788;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;530;;9570788
2013;1010526;ECUADOR;PASIVOS NO CORRIENTES;PASIVO NO CORRIENTE;;PASIVOS;EEASA;EMPRESA;8173483;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;531;;8173483
2014;1010527;ECUADOR;PASIVOS NO CORRIENTES;PASIVO NO CORRIENTE;;PASIVOS;EEASA;EMPRESA;10259373;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;10259373
2015;1010528;ECUADOR;PASIVOS NO CORRIENTES;PASIVO NO CORRIENTE;;PASIVOS;EEASA;EMPRESA;11868212;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;11868212
2016;1010529;ECUADOR;PASIVOS NO CORRIENTES;PASIVO NO CORRIENTE;;PASIVOS;EEASA;EMPRESA;12730637;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;12730637
2017;1010530;ECUADOR;PASIVOS NO CORRIENTES;PASIVO NO CORRIENTE;;PASIVOS;EEASA;EMPRESA;13346241;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;13346241
2018;1010531;ECUADOR;PASIVOS NO CORRIENTES;PASIVO NO CORRIENTE;;PASIVOS;EEASA;EMPRESA;12469511;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;12469511
2019;1010532;ECUADOR;PASIVOS NO CORRIENTES;PASIVO NO CORRIENTE;;PASIVOS;EEASA;EMPRESA;11986595;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;11986595
2020;1010533;ECUADOR;PASIVOS NO CORRIENTES;PASIVO NO CORRIENTE;;PASIVOS;EEASA;EMPRESA;14745174;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;14745174
2010;1010544;ECUADOR;PASIVOS TOTALES;PASIVO;;PASIVOS;EEASA;EMPRESA;20330698;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;528;;20330698
2011;1010545;ECUADOR;PASIVOS TOTALES;PASIVO;;PASIVOS;EEASA;EMPRESA;17507416;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;529;;17507416
2012;1010546;ECUADOR;PASIVOS TOTALES;PASIVO;;PASIVOS;EEASA;EMPRESA;24325957;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;530;;24325957
2013;1010547;ECUADOR;PASIVOS TOTALES;PASIVO;;PASIVOS;EEASA;EMPRESA;34869664;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;531;;34869664
2014;1010548;ECUADOR;PASIVOS TOTALES;PASIVO;;PASIVOS;EEASA;EMPRESA;36692910;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;36692910
2015;1010549;ECUADOR;PASIVOS TOTALES;PASIVO;;PASIVOS;EEASA;EMPRESA;41220665;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;41220665
2016;1010550;ECUADOR;PASIVOS TOTALES;PASIVO;;PASIVOS;EEASA;EMPRESA;42809259;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;42809259
2017;1010551;ECUADOR;PASIVOS TOTALES;PASIVO;;PASIVOS;EEASA;EMPRESA;36803712;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;36803712
2018;1010552;ECUADOR;PASIVOS TOTALES;PASIVO;;PASIVOS;EEASA;EMPRESA;31877548;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;31877548
2019;1010553;ECUADOR;PASIVOS TOTALES;PASIVO;;PASIVOS;EEASA;EMPRESA;29525334;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;29525334
2020;1010554;ECUADOR;PASIVOS TOTALES;PASIVO;;PASIVOS;EEASA;EMPRESA;32571249;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;32571249
2010;1010565;ECUADOR;PATRIMONIO NETO;PATRIMONIO NETO;;CAPITAL PROPRIO;EEASA;EMPRESA;114477085;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;528;;114477085
2011;1010566;ECUADOR;PATRIMONIO NETO;PATRIMONIO NETO;;CAPITAL PROPRIO;EEASA;EMPRESA;145266233;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;529;;145266233
2012;1010567;ECUADOR;PATRIMONIO NETO;PATRIMONIO NETO;;CAPITAL PROPRIO;EEASA;EMPRESA;149356357;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;530;;149356357
2013;1010568;ECUADOR;PATRIMONIO NETO;PATRIMONIO NETO;;CAPITAL PROPRIO;EEASA;EMPRESA;154653899;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;531;;154653899
2014;1010569;ECUADOR;PATRIMONIO NETO;PATRIMONIO NETO;;CAPITAL PROPRIO;EEASA;EMPRESA;170156648;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;170156648
2015;1010570;ECUADOR;PATRIMONIO NETO;PATRIMONIO NETO;;CAPITAL PROPRIO;EEASA;EMPRESA;192152349;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;192152349
2016;1010571;ECUADOR;PATRIMONIO NETO;PATRIMONIO NETO;;CAPITAL PROPRIO;EEASA;EMPRESA;232022549;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;232022549
2017;1010572;ECUADOR;PATRIMONIO NETO;PATRIMONIO NETO;;CAPITAL PROPRIO;EEASA;EMPRESA;240444008;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;240444008
2018;1010573;ECUADOR;PATRIMONIO NETO;PATRIMONIO NETO;;CAPITAL PROPRIO;EEASA;EMPRESA;262942460;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;262942460
2019;1010574;ECUADOR;PATRIMONIO NETO;PATRIMONIO NETO;;CAPITAL PROPRIO;EEASA;EMPRESA;286310991;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;286310991
2020;1010575;ECUADOR;PATRIMONIO NETO;PATRIMONIO NETO;;CAPITAL PROPRIO;EEASA;EMPRESA;14745173;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;14745173
2010;1010586;ECUADOR;PLANTAS Y EQUIPOS;PROPIEDAD, PLANTA Y EQUIPO, NETO;;ACTIVOS;EEASA;EMPRESA;94442976;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;528;;94442976
2011;1010587;ECUADOR;PLANTAS Y EQUIPOS;PROPIEDAD, PLANTA Y EQUIPO, NETO;;ACTIVOS;EEASA;EMPRESA;119028538;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;529;;119028538
2012;1010588;ECUADOR;PLANTAS Y EQUIPOS;PROPIEDAD, PLANTA Y EQUIPO, NETO;;ACTIVOS;EEASA;EMPRESA;133598223;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;530;;133598223
2013;1010589;ECUADOR;PLANTAS Y EQUIPOS;PROPIEDAD, PLANTA Y EQUIPO, NETO;;ACTIVOS;EEASA;EMPRESA;145142395;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;531;;145142395
2014;1010590;ECUADOR;PLANTAS Y EQUIPOS;PROPIEDAD, PLANTA Y EQUIPO, NETO;;ACTIVOS;EEASA;EMPRESA;159135452;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;532;;159135452
2015;1010591;ECUADOR;PLANTAS Y EQUIPOS;PROPIEDAD, PLANTA Y EQUIPO, NETO;;ACTIVOS;EEASA;EMPRESA;176693481;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;533;;176693481
2016;1010592;ECUADOR;PLANTAS Y EQUIPOS;PROPIEDAD, PLANTA Y EQUIPO, NETO;;ACTIVOS;EEASA;EMPRESA;202315825;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;202315825
2017;1010593;ECUADOR;PLANTAS Y EQUIPOS;PROPIEDAD, PLANTA Y EQUIPO, NETO;;ACTIVOS;EEASA;EMPRESA;209615347;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;209615347
2018;1010594;ECUADOR;PLANTAS Y EQUIPOS;PROPIEDAD, PLANTA Y EQUIPO, NETO;;ACTIVOS;EEASA;EMPRESA;228123976;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;228123976
2019;1010595;ECUADOR;PLANTAS Y EQUIPOS;PROPIEDAD, PLANTA Y EQUIPO, NETO;;ACTIVOS;EEASA;EMPRESA;245774561;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;537;;245774561
2020;1010596;ECUADOR;PLANTAS Y EQUIPOS;PROPIEDAD, PLANTA Y EQUIPO, NETO;;ACTIVOS;EEASA;EMPRESA;258573774;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;258573774
2017;1010677;ECUADOR;OPEX PROXY;OPEX PROXY;;PASIVOS;ERSA;EMPRESA;47368755;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;47368755
2018;1010678;ECUADOR;OPEX PROXY;OPEX PROXY;;PASIVOS;ERSA;EMPRESA;45070644;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;45070644
2016;1010697;ECUADOR;PASIVOS CORRIENTES;TOTAL PASIVOS CORRIENTES;;PASIVOS;ERSA;EMPRESA;21454713;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;21454713
2017;1010698;ECUADOR;PASIVOS CORRIENTES;TOTAL PASIVOS CORRIENTES;;PASIVOS;ERSA;EMPRESA;8322572;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;8322572
2018;1010699;ECUADOR;PASIVOS CORRIENTES;TOTAL PASIVOS CORRIENTES;;PASIVOS;ERSA;EMPRESA;8164897;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;8164897
2020;1010701;ECUADOR;PASIVOS CORRIENTES;TOTAL PASIVOS CORRIENTES;;PASIVOS;ERSA;EMPRESA;6720228.22;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;6720228.22
2016;1010739;ECUADOR;PASIVOS TOTALES;TOTAL PASIVOS;;PASIVOS;ERSA;EMPRESA;31454713;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;31454713
2017;1010740;ECUADOR;PASIVOS TOTALES;TOTAL PASIVOS;;PASIVOS;ERSA;EMPRESA;25255736;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;25255736
2018;1010741;ECUADOR;PASIVOS TOTALES;TOTAL PASIVOS;;PASIVOS;ERSA;EMPRESA;26460115;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;26460115
2020;1010743;ECUADOR;PASIVOS TOTALES;TOTAL PASIVOS;;PASIVOS;ERSA;EMPRESA;25533065.19;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;25533065.19
2016;1010760;ECUADOR;PATRIMONIO NETO;TOTAL PATRIMONIO;;CAPITAL PROPRIO;ERSA;EMPRESA;121727274;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;534;;121727274
2017;1010761;ECUADOR;PATRIMONIO NETO;TOTAL PATRIMONIO;;CAPITAL PROPRIO;ERSA;EMPRESA;132310189;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;535;;132310189
2018;1010762;ECUADOR;PATRIMONIO NETO;TOTAL PATRIMONIO;;CAPITAL PROPRIO;ERSA;EMPRESA;143315632;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;536;;143315632
2020;1010764;ECUADOR;PATRIMONIO NETO;TOTAL PATRIMONIO;;CAPITAL PROPRIO;ERSA;EMPRESA;169122785;1;Daniel Ferreira;;ESTADOS FINANCIEROS;REPOSITORIO;;538;;169122785
2010;1012014;GUYANA;ACTIVOS CORRIENTES;CURRENT ASSETS;;ACTIVOS;GPL;EMPRESA;13541739;1000;Daniel Ferreira;;FINANCIAL STATEMENTS;REPOSITORIO;;528;;13541739000
2011;1012015;GUYANA;ACTIVOS CORRIENTES;CURRENT ASSETS;;ACTIVOS;GPL;EMPRESA;11708793;1000;Daniel Ferreira;;FINANCIAL STATEMENTS;REPOSITORIO;;529;;11708793000
2012;1012016;GUYANA;ACTIVOS CORRIENTES;CURRENT ASSETS;;ACTIVOS;GPL;EMPRESA;14200702;1000;Daniel Ferreira;;FINANCIAL STATEMENTS;REPOSITORIO;;530;;14200702000
